id,value,feed_id,created_at,lat,lon,ele
0E4M25G18EQNPZD1FFSS6GX08R,1,1047294,2019-04-14 04:09:05 UTC,0.0,0.0,0.0
0E4M25GZNVFJMS5FW2D2MB8J8V,1,1047294,2019-04-14 04:09:08 UTC,0.0,0.0,0.0
0E4M25HY1WJ8TRAAYVWDG1RQHV,1,1047294,2019-04-14 04:09:11 UTC,0.0,0.0,0.0
0E4M25JWEJCN60D394VESWVVTT,1,1047294,2019-04-14 04:09:14 UTC,0.0,0.0,0.0
0E4M25KTX8VNJG95EFQBBJ6V55,1,1047294,2019-04-14 04:09:18 UTC,0.0,0.0,0.0
0E4M25MS8BNRRAZT6HK62WVCCR,1,1047294,2019-04-14 04:09:21 UTC,0.0,0.0,0.0
0E4M25NYX3B5AFQ2DBQDZ003ZT,1,1047294,2019-04-14 04:09:25 UTC,0.0,0.0,0.0
0E4M25PXBF1K48MD5XMNW26S75,1,1047294,2019-04-14 04:09:28 UTC,0.0,0.0,0.0
0E4M25QVQ9DMT2KSR8FNNCKY75,1,1047294,2019-04-14 04:09:31 UTC,0.0,0.0,0.0
0E4M25RT4DTF1789VMA1ZB3PVN,1,1047294,2019-04-14 04:09:34 UTC,0.0,0.0,0.0
0E4M25SRGW0R985A3K2CMW82Y4,1,1047294,2019-04-14 04:09:37 UTC,0.0,0.0,0.0
0E4M25TPXQR550E7NTKCEEYJBB,1,1047294,2019-04-14 04:09:40 UTC,0.0,0.0,0.0
0E4M25VNAYP4DV48R66TPDNN87,1,1047294,2019-04-14 04:09:43 UTC,0.0,0.0,0.0
0E4M25WKQCVWZ77QF1E5BX71QQ,1,1047294,2019-04-14 04:09:46 UTC,0.0,0.0,0.0
0E4M25XJ3N49KZS673MHN2FFAY,1,1047294,2019-04-14 04:09:49 UTC,0.0,0.0,0.0
0E4M25YGH0HSEDG0PAKG8T7N5C,1,1047294,2019-04-14 04:09:53 UTC,0.0,0.0,0.0
0E4M25ZEYKACRGVG1CWQQJ7B6J,1,1047294,2019-04-14 04:09:56 UTC,0.0,0.0,0.0
0E4M260DB55QG5DYJ5P1Q7XD7J,1,1047294,2019-04-14 04:09:59 UTC,0.0,0.0,0.0
0E4M261BR3EWF7TY1ECF6MJ9F2,1,1047294,2019-04-14 04:10:02 UTC,0.0,0.0,0.0
0E4M262A48CGK2X7DEVTJZS28C,1,1047294,2019-04-14 04:10:05 UTC,0.0,0.0,0.0
0E4M2638GRRX0SVQM48PM111J8,0,1047294,2019-04-14 04:10:08 UTC,0.0,0.0,0.0
0E4M2646XG8HGA6QFB3HA6V23P,0,1047294,2019-04-14 04:10:11 UTC,0.0,0.0,0.0
0E4M2655AG3DW5FSJATED25W42,0,1047294,2019-04-14 04:10:14 UTC,0.0,0.0,0.0
0E4M2664662K61FSZ9AR7QJ3W5,0,1047294,2019-04-14 04:10:18 UTC,0.0,0.0,0.0
0E4M26724PFHM8DA8722W7KG4A,0,1047294,2019-04-14 04:10:21 UTC,0.0,0.0,0.0
0E4M2680GYB2RA64PKJPEV5ABM,0,1047294,2019-04-14 04:10:24 UTC,0.0,0.0,0.0
0E4M26A4BCV9Z401DDKDZ2HA0C,0,1047294,2019-04-14 04:10:31 UTC,0.0,0.0,0.0
0E4M26B2RC5TAAX5FWK28PXA8N,0,1047294,2019-04-14 04:10:34 UTC,0.0,0.0,0.0
0E4M26C1546N36BTJ68T89EQVE,0,1047294,2019-04-14 04:10:37 UTC,0.0,0.0,0.0
0E4M26CZJ3XGAME2JNAGFD3VR2,0,1047294,2019-04-14 04:10:40 UTC,0.0,0.0,0.0
0E4M26DXW2KC74RXGZH87F33PS,0,1047294,2019-04-14 04:10:43 UTC,0.0,0.0,0.0
0E4M26FTMMY25PCFF5RKV1QEEW,0,1047294,2019-04-14 04:10:49 UTC,0.0,0.0,0.0
0E4M26GS1X1518YETAZHH1E13G,0,1047294,2019-04-14 04:10:52 UTC,0.0,0.0,0.0
0E4M26HQEE92R4RY6B7C5AEYTM,0,1047294,2019-04-14 04:10:56 UTC,0.0,0.0,0.0
0E4M26MJJKR15HFPSR009GKJYH,0,1047294,2019-04-14 04:11:05 UTC,0.0,0.0,0.0
0E4M26PFA414F3VANYC2VZSBHA,0,1047294,2019-04-14 04:11:11 UTC,0.0,0.0,0.0
0E4M26QDPM80GXQVRATJ761PNX,0,1047294,2019-04-14 04:11:14 UTC,0.0,0.0,0.0
0E4M26SAEW4RXFNJSRKZ2DG56M,0,1047294,2019-04-14 04:11:20 UTC,0.0,0.0,0.0
0E4M26T8WXEYZQAG38R5Q61BDV,0,1047294,2019-04-14 04:11:24 UTC,0.0,0.0,0.0
0E4M26V78FT7HPZ6NQ9T5DEJFR,0,1047294,2019-04-14 04:11:27 UTC,0.0,0.0,0.0
0E4M26XB9D463F8V8DVBJ4T378,0,1047294,2019-04-14 04:11:34 UTC,0.0,0.0,0.0
0E4M26Y9P6J1V8DZB9MBPWA3JF,0,1047294,2019-04-14 04:11:37 UTC,0.0,0.0,0.0
0E4M26Z836QH6VH8RZJNQ11TET,0,1047294,2019-04-14 04:11:40 UTC,0.0,0.0,0.0
0E4M2706FSFZJFNEB1JFYATVT8,0,1047294,2019-04-14 04:11:43 UTC,0.0,0.0,0.0
0E4M2714X58GXBZ9H7VPF012EF,0,1047294,2019-04-14 04:11:46 UTC,0.0,0.0,0.0
0E4M272392FGQDW1W2WHZ718AV,0,1047294,2019-04-14 04:11:49 UTC,0.0,0.0,0.0
0E4M2731P3GH7VBMDXQCXNE1C3,0,1047294,2019-04-14 04:11:52 UTC,0.0,0.0,0.0
0E4M27403M9DHM2QNNZG78P4JA,0,1047294,2019-04-14 04:11:55 UTC,0.0,0.0,0.0
0E4M275WW0T5N9RC5YNP487EXZ,0,1047294,2019-04-14 04:12:02 UTC,0.0,0.0,0.0
0E4M276V8KBNCS5QWYWEHCFAWG,0,1047294,2019-04-14 04:12:05 UTC,0.0,0.0,0.0
0E4M277SNTDN1ZG9XNHATT1BQ9,0,1047294,2019-04-14 04:12:08 UTC,0.0,0.0,0.0
0E4M278R29DYXEM02M8010AW1Q,0,1047294,2019-04-14 04:12:11 UTC,0.0,0.0,0.0
0E4M279PEV9C413EB87CBMP5VD,0,1047294,2019-04-14 04:12:14 UTC,0.0,0.0,0.0
0E4M27DFZJJK6273C8QP5Q2ZWQ,1,1047294,2019-04-14 04:12:27 UTC,0.0,0.0,0.0
0E4M27EE9ZZSD4KQY8JX665H2G,1,1047294,2019-04-14 04:12:30 UTC,0.0,0.0,0.0
0E4M27FKYN04974V7E4ACZ7DAC,1,1047294,2019-04-14 04:12:33 UTC,0.0,0.0,0.0
0E4M27GJBJNN600AFM969RBETS,1,1047294,2019-04-14 04:12:37 UTC,0.0,0.0,0.0
0E4M27HGR4SVQ94Q1G4SFHMCMQ,0,1047294,2019-04-14 04:12:40 UTC,0.0,0.0,0.0
0E4M27MBXYEWNKEW5F4D17MTA8,0,1047294,2019-04-14 04:12:49 UTC,0.0,0.0,0.0
0E4M27P8N835WM7PMAH3W36K1W,0,1047294,2019-04-14 04:12:55 UTC,0.0,0.0,0.0
0E4M27R5EB2ST89P5NN2WCNNWZ,0,1047294,2019-04-14 04:13:01 UTC,0.0,0.0,0.0
0E4M27S3TYAGKSDQS27RAF5C7S,0,1047294,2019-04-14 04:13:05 UTC,0.0,0.0,0.0
0E4M27V0KDPKDYHJQ0HD268RSB,0,1047294,2019-04-14 04:13:11 UTC,0.0,0.0,0.0
0E4M27VZ1321MD3T64YCPGHRNW,0,1047294,2019-04-14 04:13:14 UTC,0.0,0.0,0.0
0E4M27YT505TDXPJZ9F2R1RV92,0,1047294,2019-04-14 04:13:23 UTC,0.0,0.0,0.0
0E4M282V08W67P1DXF7HMZGZFV,1,1047294,2019-04-14 04:13:36 UTC,0.0,0.0,0.0
0E4M283SD6NQD70VGX2HGECV97,1,1047294,2019-04-14 04:13:40 UTC,0.0,0.0,0.0
0E4M284QSWMYPPV3Y5DYQ0GH30,1,1047294,2019-04-14 04:13:43 UTC,0.0,0.0,0.0
0E4M285P6R88NFF4WHEPV5FRRN,1,1047294,2019-04-14 04:13:46 UTC,0.0,0.0,0.0
0E4M286MKJQY4HFKF17GPRW4VK,1,1047294,2019-04-14 04:13:49 UTC,0.0,0.0,0.0
0E4M287K0JFBVYDW1JNVKNPXCQ,1,1047294,2019-04-14 04:13:52 UTC,0.0,0.0,0.0
0E4M288HD3NPJ688CMX4TF5CTC,1,1047294,2019-04-14 04:13:55 UTC,0.0,0.0,0.0
0E4M289FSV53DS3S495FTD0E1N,1,1047294,2019-04-14 04:13:58 UTC,0.0,0.0,0.0
0E4M28AE77DZQMY1RTEZWMHC64,1,1047294,2019-04-14 04:14:01 UTC,0.0,0.0,0.0
0E4M28BCM7WZZGAJP7HSRGQ8PV,1,1047294,2019-04-14 04:14:04 UTC,0.0,0.0,0.0
0E4M28CB1WGX07KZP232NQAZMX,1,1047294,2019-04-14 04:14:08 UTC,0.0,0.0,0.0
0E4M28D9DM42X45RVJ1PSZWZAH,1,1047294,2019-04-14 04:14:11 UTC,0.0,0.0,0.0
0E4M28E7T9XCXY9DDN60REFCNX,1,1047294,2019-04-14 04:14:14 UTC,0.0,0.0,0.0
0E4M28F66WZFZ80F04D5H1MQFZ,1,1047294,2019-04-14 04:14:17 UTC,0.0,0.0,0.0
0E4M28G4KXB8SJ8ZCNXG6NQW01,1,1047294,2019-04-14 04:14:20 UTC,0.0,0.0,0.0
0E4M28H33NV3CQX474AHKJ2C9W,1,1047294,2019-04-14 04:14:23 UTC,0.0,0.0,0.0
0E4M28J1DH39VPZFW0QWNTT4JD,0,1047294,2019-04-14 04:14:26 UTC,0.0,0.0,0.0
0E4M28KY6CN5QPKT7508X651NF,0,1047294,2019-04-14 04:14:32 UTC,0.0,0.0,0.0
0E4M28MWKAJ8G8V2QZKFZSYW29,0,1047294,2019-04-14 04:14:36 UTC,0.0,0.0,0.0
0E4M28Q0A4583Y2PVGYSEZKFYK,0,1047294,2019-04-14 04:14:43 UTC,0.0,0.0,0.0
0E4M28QYPZ9JD9S0Y56FFAVKG0,0,1047294,2019-04-14 04:14:46 UTC,0.0,0.0,0.0
0E4M28RX43DC1DGYP5960WQ925,0,1047294,2019-04-14 04:14:49 UTC,0.0,0.0,0.0
0E4M28SVGKA84RG0P47X0VE5EE,0,1047294,2019-04-14 04:14:52 UTC,0.0,0.0,0.0
0E4M28TSXGH43TD1AD5B2QB3CJ,0,1047294,2019-04-14 04:14:55 UTC,0.0,0.0,0.0
0E4M28VR9YETHFMK19ZMMZJEJV,0,1047294,2019-04-14 04:14:58 UTC,0.0,0.0,0.0
